risk_rank,store_id,product_id,product_name,category,supplier_id,supplier_name,quantity_on_hand,reorder_point,quantity_on_order,avg_daily_demand,days_of_stock_remaining,avg_actual_lead_time_days,calculated_on_time_rate,expected_replenishment_days,risk_score,is_out_of_stock,needs_reorder
92,S008,P0067,Apparel - Shirts #67,Apparel,SUP013,Supplier 13 Ltd,14.0,18.0,54.0,0.0333333333333333,420.00000000000045,21.801136363636363,0.0,2180.1136363636365,1760.113636363636,false,true
93,S020,P0177,Groceries - Meat #177,Groceries,SUP020,Supplier 20 Ltd,10.0,22.0,66.0,0.0666666666666666,150.00000000000017,19.015544041450777,0.0,1901.5544041450778,1751.5544041450776,false,true
94,S019,P0158,Groceries - Produce #158,Groceries,SUP020,Supplier 20 Ltd,10.0,24.0,72.0,0.0666666666666666,150.00000000000017,19.015544041450777,0.0,1901.5544041450778,1751.5544041450776,false,true
95,S006,P0075,Apparel - Shoes #75,Apparel,SUP014,Supplier 14 Ltd,1.0,19.0,57.0,0.0333333333333333,30.000000000000032,17.80952380952381,0.0,1780.952380952381,1750.952380952381,false,true
96,S002,P0175,Groceries - Meat #175,Groceries,SUP006,Supplier 6 Ltd,39.0,22.0,0.0,0.1333333333333333,292.50000000000006,20.391666666666666,0.0,2039.1666666666665,1746.6666666666665,false,false
97,S016,P0171,Groceries - Meat #171,Groceries,SUP005,Supplier 5 Ltd,9.0,30.0,90.0,0.0333333333333333,270.0000000000003,20.15841584158416,0.0,2015.8415841584158,1745.8415841584156,false,true
98,S020,P0144,Home Goods - Bedding #144,Home Goods,SUP005,Supplier 5 Ltd,18.0,20.0,60.0,0.0666666666666666,270.0000000000003,20.15841584158416,0.0,2015.8415841584158,1745.8415841584156,false,true
99,S020,P0062,Apparel - Accessories #62,Apparel,SUP003,Supplier 3 Ltd,8.0,26.0,78.0,0.0666666666666666,120.00000000000013,18.6242774566474,0.0,1862.4277456647399,1742.4277456647396,false,true
100,S003,P0066,Apparel - Accessories #66,Apparel,SUP020,Supplier 20 Ltd,18.0,22.0,66.0,0.1,180.0,19.015544041450777,0.0,1901.5544041450778,1721.5544041450778,false,true
101,S008,P0159,Groceries - Produce #159,Groceries,SUP014,Supplier 14 Ltd,4.0,35.0,105.0,0.0666666666666666,60.000000000000064,17.80952380952381,0.0,1780.952380952381,1720.952380952381,false,true
102,S008,P0110,Home Goods - Furniture #110,Home Goods,SUP028,Supplier 28 Ltd,20.0,13.0,0.0,0.0666666666666666,300.00000000000034,20.16793893129771,0.0,2016.7938931297708,1716.7938931297704,false,false
103,S014,P0131,Home Goods - Kitchenware #131,Home Goods,SUP028,Supplier 28 Ltd,10.0,18.0,54.0,0.0333333333333333,300.00000000000034,20.16793893129771,0.0,2016.7938931297708,1716.7938931297704,false,true
104,S020,P0091,Apparel - Shirts #91,Apparel,SUP003,Supplier 3 Ltd,5.0,22.0,66.0,0.0333333333333333,150.00000000000017,18.6242774566474,0.0,1862.4277456647399,1712.4277456647396,false,true
105,S012,P0153,Groceries - Dairy #153,Groceries,SUP003,Supplier 3 Ltd,5.0,29.0,87.0,0.0333333333333333,150.00000000000017,18.6242774566474,0.0,1862.4277456647399,1712.4277456647396,false,true
106,S018,P0055,Apparel - Accessories #55,Apparel,SUP005,Supplier 5 Ltd,31.0,26.0,0.0,0.1,310.0,20.15841584158416,0.0,2015.8415841584158,1705.8415841584158,false,false
107,S014,P0182,Groceries - Produce #182,Groceries,SUP029,Supplier 29 Ltd,0.0,25.0,75.0,0.0666666666666666,0.0,16.932960893854748,0.0,1693.2960893854747,1693.2960893854747,true,true
108,S020,P0066,Apparel - Accessories #66,Apparel,SUP020,Supplier 20 Ltd,7.0,17.0,51.0,0.0333333333333333,210.00000000000023,19.015544041450777,0.0,1901.5544041450778,1691.5544041450776,false,true
109,S012,P0073,Apparel - Shoes #73,Apparel,SUP025,Supplier 25 Ltd,27.0,29.0,87.0,0.0666666666666666,405.00000000000045,20.95,0.0,2095.0,1689.9999999999995,false,true
110,S003,P0056,Apparel - Shoes #56,Apparel,SUP005,Supplier 5 Ltd,33.0,16.0,0.0,0.1,330.0,20.15841584158416,0.0,2015.8415841584158,1685.8415841584158,false,false
111,S017,P0082,Apparel - Pants #82,Apparel,SUP005,Supplier 5 Ltd,11.0,18.0,54.0,0.0333333333333333,330.00000000000034,20.15841584158416,0.0,2015.8415841584158,1685.8415841584156,false,true
112,S006,P0061,Apparel - Pants #61,Apparel,SUP005,Supplier 5 Ltd,11.0,27.0,81.0,0.0333333333333333,330.00000000000034,20.15841584158416,0.0,2015.8415841584158,1685.8415841584156,false,true
113,S004,P0067,Apparel - Shirts #67,Apparel,SUP013,Supplier 13 Ltd,34.0,19.0,0.0,0.0666666666666666,510.0000000000005,21.801136363636363,0.0,2180.1136363636365,1670.113636363636,false,false
114,S017,P0155,Groceries - Dairy #155,Groceries,SUP013,Supplier 13 Ltd,52.0,27.0,0.0,0.1,520.0,21.801136363636363,0.0,2180.1136363636365,1660.1136363636365,false,false
115,S011,P0194,Groceries - Dairy #194,Groceries,SUP021,Supplier 21 Ltd,9.0,35.0,105.0,0.0666666666666666,135.00000000000014,17.928571428571427,0.0,1792.8571428571427,1657.8571428571424,false,true
116,S014,P0017,Electronics - Tablets #17,Electronics,SUP005,Supplier 5 Ltd,12.0,8.0,0.0,0.0333333333333333,360.0000000000004,20.15841584158416,0.0,2015.8415841584158,1655.8415841584153,false,false
117,S018,P0051,Apparel - Shoes #51,Apparel,SUP003,Supplier 3 Ltd,7.0,15.0,45.0,0.0333333333333333,210.00000000000023,18.6242774566474,0.0,1862.4277456647399,1652.4277456647396,false,true
118,S011,P0027,Electronics - Accessories #27,Electronics,SUP003,Supplier 3 Ltd,7.0,9.0,27.0,0.0333333333333333,210.00000000000023,18.6242774566474,0.0,1862.4277456647399,1652.4277456647396,false,true
119,S018,P0190,Groceries - Produce #190,Groceries,SUP003,Supplier 3 Ltd,7.0,20.0,60.0,0.0333333333333333,210.00000000000023,18.6242774566474,0.0,1862.4277456647399,1652.4277456647396,false,true
120,S013,P0194,Groceries - Dairy #194,Groceries,SUP021,Supplier 21 Ltd,5.0,39.0,117.0,0.0333333333333333,150.00000000000017,17.928571428571427,0.0,1792.8571428571427,1642.8571428571424,false,true
121,S017,P0195,Groceries - Meat #195,Groceries,SUP006,Supplier 6 Ltd,41.0,37.0,0.0,0.1,410.0,20.391666666666666,0.0,2039.1666666666665,1629.1666666666665,false,false
122,S004,P0061,Apparel - Pants #61,Apparel,SUP005,Supplier 5 Ltd,39.0,22.0,0.0,0.1,390.0,20.15841584158416,0.0,2015.8415841584158,1625.8415841584158,false,false
123,S013,P0082,Apparel - Pants #82,Apparel,SUP005,Supplier 5 Ltd,13.0,15.0,45.0,0.0333333333333333,390.0000000000004,20.15841584158416,0.0,2015.8415841584158,1625.8415841584153,false,true
124,S002,P0168,Groceries - Packaged #168,Groceries,SUP020,Supplier 20 Ltd,28.0,40.0,120.0,0.1,280.0,19.015544041450777,0.0,1901.5544041450778,1621.5544041450778,false,true
125,S007,P0032,Electronics - Phones #32,Electronics,SUP025,Supplier 25 Ltd,16.0,7.0,0.0,0.0333333333333333,480.0000000000005,20.95,0.0,2095.0,1614.9999999999995,false,false
126,S007,P0167,Groceries - Produce #167,Groceries,SUP001,Supplier 1 Ltd,15.0,26.0,78.0,0.0333333333333333,450.00000000000045,20.644736842105264,0.0,2064.4736842105262,1614.4736842105258,false,true
127,S012,P0199,Groceries - Produce #199,Groceries,SUP029,Supplier 29 Ltd,8.0,20.0,60.0,0.1,80.0,16.932960893854748,0.0,1693.2960893854747,1613.2960893854747,false,true
128,S006,P0187,Groceries - Meat #187,Groceries,SUP007,Supplier 7 Ltd,8.0,23.0,69.0,0.1,80.0,16.917241379310344,0.0,1691.7241379310344,1611.7241379310344,false,true
129,S018,P0177,Groceries - Meat #177,Groceries,SUP020,Supplier 20 Ltd,29.0,20.0,0.0,0.1,290.0,19.015544041450777,0.0,1901.5544041450778,1611.5544041450778,false,false
130,S011,P0081,Apparel - Shoes #81,Apparel,SUP027,Supplier 27 Ltd,33.0,23.0,0.0,0.0666666666666666,495.0000000000005,21.058823529411764,0.0,2105.8823529411766,1610.8823529411761,false,false
131,S010,P0176,Groceries - Packaged #176,Groceries,SUP027,Supplier 27 Ltd,50.0,33.0,0.0,0.1,500.0,21.058823529411764,0.0,2105.8823529411766,1605.8823529411766,false,false
132,S001,P0177,Groceries - Meat #177,Groceries,SUP020,Supplier 20 Ltd,10.0,28.0,84.0,0.0333333333333333,300.00000000000034,19.015544041450777,0.0,1901.5544041450778,1601.5544041450776,false,true
133,S001,P0120,Home Goods - Bedding #120,Home Goods,SUP014,Supplier 14 Ltd,6.0,19.0,57.0,0.0333333333333333,180.0000000000002,17.80952380952381,0.0,1780.952380952381,1600.9523809523807,false,true
134,S019,P0135,Home Goods - Kitchenware #135,Home Goods,SUP006,Supplier 6 Ltd,44.0,17.0,0.0,0.1,440.0,20.391666666666666,0.0,2039.1666666666665,1599.1666666666665,false,false
